Day,Datetime,GridID,Day_int,SMSin,SMSout,Callin,Callout,Internet
Friday,11/1/2013 14:40,300,5,0.453509297,0.081547435,0.242954227,0.26427831,14.72408086
Friday,11/1/2013 14:50,300,5,0.33763652,0.040773717,0.16138985,0.335983297,18.94201818
Friday,11/1/2013 15:00,300,5,0.404648979,0.241283092,0.404310192,0.242937284,18.4824163
Friday,11/1/2013 15:10,300,5,0.445134736,0.122371979,0.332623116,0.203851644,18.90999078
Friday,11/1/2013 15:20,300,5,0.479610621,0.244625361,0.335915528,0.000101654,21.81577822
Friday,11/1/2013 15:30,300,5,0.500951647,0.202180509,0.480895049,0.120700844,21.28446637
Friday,11/1/2013 15:40,300,5,0.595482429,0.282090694,0.254417951,0.001739873,16.6536679
Friday,11/1/2013 15:50,300,5,0.694557195,0.079944069,0.259365524,0.324434861,18.41077708
Friday,11/1/2013 16:00,300,5,0.530126101,0.448358409,0.241283092,0.450266744,12.48472741
Friday,11/1/2013 16:10,300,5,0.918549187,0.122321152,0.282073752,0.640613765,13.88462782
Friday,11/1/2013 16:20,300,5,1.137868315,0.638925688,0.365309263,0.601528124,19.26015423
Friday,11/1/2013 16:30,300,5,0.383525303,0.203817759,0.699417148,0.55124687,15.94501429
Friday,11/1/2013 16:40,300,5,0.58705801,0.769466974,0.485824711,0.282073752,21.23067343
Friday,11/1/2013 16:50,300,5,0.540357194,0.241350861,0.366929571,0.306758016,17.71125827
Friday,11/1/2013 17:00,300,5,0.628809432,0.242937284,0.445134736,0.732255784,13.54119682
Friday,11/1/2013 17:10,300,5,0.466728868,0.042428879,0.539817999,0.2969814,15.12840502
Friday,11/1/2013 17:20,300,5,0.453661779,0.207179879,0.564045849,0.773080328,14.56666817
Friday,11/1/2013 17:30,300,5,0.479813869,0.200492432,0.84932827,0.482600069,14.24684701
Friday,11/1/2013 17:40,300,5,0.654086442,0.482549242,0.453323961,0.365343148,14.86140633
Friday,11/1/2013 17:50,300,5,0.654067561,0.122338094,0.642301842,0.497406063,16.50090183
Friday,11/1/2013 18:00,300,5,0.523678688,0.081598262,0.526614401,0.33599927,27.14656372
Friday,11/1/2013 18:10,300,5,1.128613944,0.324484719,0.283778771,0.453374788,26.89603822
Friday,11/1/2013 18:20,300,5,0.592021556,0.686400886,0.736934277,0.774365725,18.13126943
Friday,11/1/2013 18:30,300,5,0.497457859,0.202248279,0.485857626,0.337552778,24.98745929
Friday,11/1/2013 18:40,300,5,0.640980745,0.440290756,0.48752973,0.53981703,18.24140228
Friday,11/1/2013 18:50,300,5,0.649948112,0.445100851,0.503890268,0.389825073,22.13330435
Friday,11/1/2013 19:00,300,5,0.465026689,0.163111812,0.366946513,0.614696868,18.0913227
Friday,11/1/2013 19:10,300,5,0.587125779,0.282073752,0.404310192,0.26591653,14.88035268
Friday,11/1/2013 19:20,300,5,0.187813018,0.563995022,1.048147629,0.36208559,15.56445854
Friday,11/1/2013 19:30,300,5,0.311738505,0.203817759,0.564045849,0.53654253,12.59887033
Friday,11/1/2013 19:40,300,5,0.334547357,0.361966994,0.052423808,0.361950052,12.47474251
Friday,11/1/2013 19:50,300,5,0.363756725,0.283660175,0.244591477,0.161474562,11.44950538
Friday,11/1/2013 20:00,300,5,0.39801236,0.202146625,0.091424736,0.321193277,11.80009434
Friday,11/1/2013 20:10,300,5,0.62811678,0.244557592,0.120734729,0.5479046,11.34050545
Friday,11/1/2013 20:20,300,5,0.504142405,0.04079066,0.212023926,0.322830527,12.48259585
Friday,11/1/2013 20:30,300,5,0.750370162,0.12230421,0.445050024,0.282073752,9.319442846
Friday,11/1/2013 20:40,300,5,0.203852613,0.202163567,1.69E-05,0.365173724,9.307592422
Friday,11/1/2013 20:50,300,5,0.6001251,0.324400007,0.24126615,0.161406792,11.35077837
Friday,11/1/2013 21:00,300,5,0.86580346,0.609731316,0.697746014,0.203817759,10.20441089
Friday,11/1/2013 21:10,300,5,0.533384628,0.202197452,0.132232338,0.163060984,9.393831356
Friday,11/1/2013 21:20,300,5,0.701105226,0.528200824,0.16138985,0.254384066,10.17476205
Friday,11/1/2013 21:30,300,5,0.485857626,0.648800014,0.242937284,0.122355037,9.929154252
Friday,11/1/2013 21:40,300,5,0.202214394,0.202163567,0.373362949,0.202146625,10.59994185
Friday,11/1/2013 21:50,300,5,0.39836712,0.081581319,0.161406792,0.265966387,13.85311954
Friday,11/1/2013 22:00,300,5,0.681422336,0.443412774,0.120616132,0.241249207,9.910573368
Friday,11/1/2013 22:10,300,5,0.484103718,0.200526317,0.202197452,0.412499416,10.68657046
Friday,11/1/2013 22:20,300,5,0.09473409,0.239611957,0.122338094,0.282022925,9.535833392
Friday,11/1/2013 22:30,300,5,0.254434894,0.159769542,0.040807602,0.040807602,9.845582861
Friday,11/1/2013 22:40,300,5,0.17467719,0.000118597,0.163060984,0.202180509,8.037893412
Friday,11/1/2013 22:50,300,5,0.326121969,0.04079066,0.040756775,0.040756775,11.54040788
Friday,11/1/2013 23:00,300,5,0.079910185,0.040841487,0.040756775,0.08151355,7.527891678
Friday,11/1/2013 23:10,300,5,0.04079066,3.39E-05,0.242886457,0.173358884,7.759331353
Friday,11/1/2013 23:20,300,5,0.052288269,0.1630271,0.040773717,0.104474883,6.801019062
Friday,11/1/2013 23:30,300,5,0.215265511,0.283643232,0.081530492,0.079859358,7.478979563
Friday,11/1/2013 23:40,300,5,0.120650017,0.079893242,0.040756775,0.001621277,6.715909108
Friday,11/1/2013 23:50,300,5,0.04079066,0,0.081480634,0.040807602,5.832561367
Saturday,11/2/2013 0:00,300,6,0.081564377,0.203800817,0.161372907,0.161356934,5.383203575
Saturday,11/2/2013 0:10,300,6,0.04079066,3.39E-05,0.040756775,0.034442,6.645910109
Saturday,11/2/2013 0:20,300,6,0.202163567,1.69E-05,0.040756775,0.079859358,9.273079684
Saturday,11/2/2013 0:30,300,6,0.04079066,0.040773717,0,0.040773717,8.03937818
Saturday,11/2/2013 0:40,300,6,0.203784844,0.08151355,0.040756775,0.08151355,7.328762443
Saturday,11/2/2013 0:50,300,6,0.040756775,0,0.040756775,0.120616132,8.233135247
Saturday,11/2/2013 1:00,300,6,0.122287267,0,0.040756775,0,5.701732061
Saturday,11/2/2013 1:10,300,6,0.081530492,0,0,0,6.161638906
Saturday,11/2/2013 1:20,300,6,0.040756775,0.040756775,1.69E-05,3.39E-05,5.993629312
Saturday,11/2/2013 1:30,300,6,1.69E-05,0,0,1.69E-05,5.866481122
Saturday,11/2/2013 1:40,300,6,0,0.040756775,0,0,4.745175616
Saturday,11/2/2013 1:50,300,6,0,0,0,0.040756775,6.649012211
Saturday,11/2/2013 2:00,300,6,0,0,0.011480667,0,5.323908863
Saturday,11/2/2013 2:10,300,6,0,0,0.040756775,0,4.870584902
Saturday,11/2/2013 2:20,300,6,0.040756775,0.040756775,0,0.122270325,4.823245243
Saturday,11/2/2013 2:30,300,6,0.081547435,0,0.120616132,0.040773717,5.06456222
Saturday,11/2/2013 2:40,300,6,0.03450977,1.69E-05,0.011514552,1.69E-05,4.981326708
Saturday,11/2/2013 2:50,300,6,0.001621277,0.040756775,0.0798763,0,4.500499428
Saturday,11/2/2013 3:00,300,6,0,0,0,0,4.981326708
Saturday,11/2/2013 3:10,300,6,0.120616132,0,0.079859358,0,5.545457269
Saturday,11/2/2013 3:20,300,6,0.011480667,0,0.08151355,0.132096799,4.782539295
Saturday,11/2/2013 3:30,300,6,0.122270325,0,0,0,4.342502675
Saturday,11/2/2013 3:40,300,6,0.159718715,0.120616132,0.079859358,0.040773717,8.247238579
Saturday,11/2/2013 3:50,300,6,0,0.079859358,1.69E-05,0.081547435,5.010436367
Saturday,11/2/2013 4:00,300,6,0,0,0,0,3.540482118
Saturday,11/2/2013 4:10,300,6,1.69E-05,0,1.69E-05,0.040756775,4.216856196
Saturday,11/2/2013 4:20,300,6,0.040756775,0,0.040756775,0,4.82159105
Saturday,11/2/2013 4:30,300,6,0,1.69E-05,0,0,3.827552331
Saturday,11/2/2013 4:40,300,6,0,0,0.040756775,0.079859358,4.347465251
Saturday,11/2/2013 4:50,300,6,1.69E-05,0,0.040756775,1.69E-05,4.179289209
Saturday,11/2/2013 5:00,300,6,0,0,0.120616132,0,4.301593418
Saturday,11/2/2013 5:10,300,6,0,0,0.040756775,0,3.990410007
Saturday,11/2/2013 5:20,300,6,1.69E-05,0.04079066,0.08151355,1.69E-05,4.699236014
Saturday,11/2/2013 5:30,300,6,1.69E-05,0,0.040756775,0.079859358,4.573657304
Saturday,11/2/2013 5:40,300,6,0.011480667,0.040756775,0.040756775,0,5.031991694
Saturday,11/2/2013 5:50,300,6,0,0.079859358,0.040756775,0.040756775,7.932679014
Saturday,11/2/2013 6:00,300,6,1.69E-05,0,0.122270325,0.200492432,5.103834226
Saturday,11/2/2013 6:10,300,6,0.081530492,0,0,0.120616132,6.422171298
Saturday,11/2/2013 6:20,300,6,0,0,0,1.69E-05,5.057895592
Saturday,11/2/2013 6:30,300,6,0.079910185,0,0.040756775,0,6.107713387
Saturday,11/2/2013 6:40,300,6,0.322745815,0.040756775,0.120616132,0.040773717,6.636168347
Saturday,11/2/2013 6:50,300,6,0.040773717,0.079961012,0,0.040756775,13.30194778
Saturday,11/2/2013 7:00,300,6,0.159786485,0.122439748,0.120633075,0.120616132,7.201766734
Saturday,11/2/2013 7:10,300,6,0.202129682,0.285331309,0.04079066,0.0798763,7.181950311
Saturday,11/2/2013 7:20,300,6,0.365207609,0.1630271,0.040756775,0.022995218,8.146727859
Saturday,11/2/2013 7:30,300,6,0.163028069,0,0.161372907,0.133750992,7.307291827
Saturday,11/2/2013 7:40,300,6,0.252712932,0.1630271,0.079859358,0.28198904,8.314682682
Saturday,11/2/2013 7:50,300,6,0.052339096,0.489098242,0.254367124,0.335897616,8.678340727
Saturday,11/2/2013 8:00,300,6,0.334311193,0.079893242,0.081632146,1.69E-05,6.194816381
Saturday,11/2/2013 8:10,300,6,0.213627292,1.69E-05,0.081530492,0.322796642,11.46855434
Saturday,11/2/2013 8:20,300,6,0.212057811,0.079910185,0.122338094,0.122287267,12.47256904
Saturday,11/2/2013 8:30,300,6,0.36365604,0.604734855,0.040807602,0.24126615,10.88549639
Saturday,11/2/2013 8:40,300,6,0.740208777,0.36350259,0.293503591,0.133852646,9.099546626
Saturday,11/2/2013 8:50,300,6,0.621264749,0.08151355,0.762867147,0.604887336,9.078007272
Saturday,11/2/2013 9:00,300,6,0.440559835,0.282039867,0.363587302,0.56904328,10.92621928
Saturday,11/2/2013 9:10,300,6,0.820219647,0.081581319,0.163111812,0.512179141,12.44013503
Saturday,11/2/2013 9:20,300,6,0.875935873,0.081632146,0.63921074,0.334311193,14.4319265
Saturday,11/2/2013 9:30,300,6,0.477939487,0.52161794,0.456581518,0.792631623,13.38394532
Saturday,11/2/2013 9:40,300,6,1.107340694,0.608111009,0.896685908,0.283744886,16.60640998
Saturday,11/2/2013 9:50,300,6,0.847640193,0.081547435,0.375118795,0.560771349,27.68719771
Saturday,11/2/2013 10:00,300,6,0.787467669,0.479475082,0.202214394,0.52497909,23.21560893
Saturday,11/2/2013 10:10,300,6,0.344457574,0.361933109,0.484288146,0.645964986,16.60644386
Saturday,11/2/2013 10:20,300,6,0.959103615,0.122388921,0.244727985,0.81037623,14.32329336
Saturday,11/2/2013 10:30,300,6,0.388236712,0.67836415,0.482533269,0.173006055,16.44671215
Saturday,11/2/2013 10:40,300,6,0.721096962,0.404428788,0.487630415,0.482936917,16.47923088
Saturday,11/2/2013 10:50,300,6,0.664046516,0.448293547,0.36372284,0.587074952,18.1126129
Saturday,11/2/2013 11:00,300,6,1.249163283,0.202197452,0.934083471,0.497423005,28.11498456
Saturday,11/2/2013 11:10,300,6,0.720776086,0.485772915,0.41580877,0.781100122,32.66985871
Saturday,11/2/2013 11:20,300,6,0.761633546,0.081564377,0.569194792,0.580675459,22.27634263
Saturday,11/2/2013 11:30,300,6,0.802577596,0.321125507,0.864218006,0.56733923,18.02635108
Saturday,11/2/2013 11:40,300,6,1.21821701,0.319488257,0.657107835,0.564148473,14.59716392
Saturday,11/2/2013 11:50,300,6,0.710949612,0.161406792,0.539817999,0.723917046,18.7058312
Saturday,11/2/2013 12:00,300,6,0.318441931,0.202163567,0.414255263,0.42408167,20.80353544
Saturday,11/2/2013 12:10,300,6,0.409544823,0.040841487,0.660383304,0.96371337,21.28238565
Saturday,11/2/2013 12:20,300,6,0.267587664,0.32441695,0.881796172,0.241384746,13.50655152
Saturday,11/2/2013 12:30,300,6,0.722315491,0.2429034,0.295362061,0.523527237,12.19960743
Saturday,11/2/2013 12:40,300,6,0.438853846,0.163077927,0.696244303,0.46645882,13.20327228
Saturday,11/2/2013 12:50,300,6,0.794421354,0.1597526,0.322949123,1.004167181,16.87418304
Saturday,11/2/2013 13:00,300,6,0.155227556,0.363570359,0.29527638,0.334294251,12.56752539
Saturday,11/2/2013 13:10,300,6,0.615236063,0.12230421,0.246263581,0.434210207,13.11845229
Saturday,11/2/2013 13:20,300,6,0.698386863,0.040841487,0.507164768,0.577146824,11.96957376
Saturday,11/2/2013 13:30,300,6,0.865974829,0.407584692,0.166354365,0.524960209,10.3041763
Saturday,11/2/2013 13:40,300,6,0.388254624,0.202163567,0.282124579,0.283795713,15.33185302
Saturday,11/2/2013 13:50,300,6,0.44545749,0.120633075,0.243038939,0.404276307,12.09165868
Saturday,11/2/2013 14:00,300,6,0.508954499,0.0798763,0.33599927,0.252797644,11.11658422
Saturday,11/2/2013 14:10,300,6,0.254401978,0.122355037,0.373498488,0.275809804,10.95375648
Saturday,11/2/2013 14:20,300,6,0.505780624,0.081649089,0.122338094,0.520299627,18.16085126
Saturday,11/2/2013 14:30,300,6,0.174000703,0.081581319,0.308259727,0.306790932,13.65293601
Saturday,11/2/2013 14:40,300,6,0.328418949,0.202146625,0.334412848,0.424047853,14.80830781
Saturday,11/2/2013 14:50,300,6,0.722869757,0.000101654,0.040858429,0.293554419,13.39768215
Saturday,11/2/2013 15:00,300,6,0.628051978,0.283643232,0.254468778,0.376688276,13.94687416
Saturday,11/2/2013 15:10,300,6,0.640950613,0.122371979,0.200543259,0.365241494,14.20220581
Saturday,11/2/2013 15:20,300,6,0.637591402,0.283677117,0.373447661,0.132283165,17.93955305
Saturday,11/2/2013 15:30,300,6,0.52838719,0.163060984,0.161491504,0.318169944,17.11600807
Saturday,11/2/2013 15:40,300,6,0.150583917,0.122388921,0.683024732,0.536406991,20.37935108
Saturday,11/2/2013 15:50,300,6,0.962058209,0.485789857,0.495717986,0.477871717,20.4526216
Saturday,11/2/2013 16:00,300,6,0.803977713,0.040858429,0.441826352,0.399735291,15.966152
Saturday,11/2/2013 16:10,300,6,0.787921176,0.203868586,0.215299395,0.495769782,22.08099616
Saturday,11/2/2013 16:20,300,6,0.386869511,0.04079066,0.327743246,0.520368365,25.87667834
Saturday,11/2/2013 16:30,300,6,0.318153971,0.122287267,0.616368003,0.305153682,24.58609576
Saturday,11/2/2013 16:40,300,6,0.365680973,0.161423734,0.482600069,0.697796841,17.49332321
Saturday,11/2/2013 16:50,300,6,0.295513573,0.161440677,0.388355309,0.98834487,18.53625116
Saturday,11/2/2013 17:00,300,6,1.000046696,0.322813584,0.324501661,0.724118355,23.77742752
Saturday,11/2/2013 17:10,300,6,0.57091773,0.72373068,0.44359914,0.64571285,28.80733046
Saturday,11/2/2013 17:20,300,6,1.091353805,0.652159226,0.96685433,0.755132398,22.2112863
Saturday,11/2/2013 17:30,300,6,0.786147418,0.40095098,0.417479905,0.536457818,17.43129022
Saturday,11/2/2013 17:40,300,6,0.643229681,0.200526317,0.490839084,0.774483353,26.60558985
Saturday,11/2/2013 17:50,300,6,0.960421928,0.242920342,0.57890267,0.746861437,23.07648577
Saturday,11/2/2013 18:00,300,6,0.481351464,0.040807602,0.526682171,0.47967936,26.10043409
Saturday,11/2/2013 18:10,300,6,1.185446144,0.322813584,0.56583558,0.453273134,26.90843453
Saturday,11/2/2013 18:20,300,6,0.747012889,0.723748591,0.606457786,0.366878744,26.60022265
Saturday,11/2/2013 18:30,300,6,0.805666759,0.723798449,0.254536548,0.528286505,25.9156653
Saturday,11/2/2013 18:40,300,6,1.052063947,0.402655999,0.766226359,0.767863609,30.33432927
Saturday,11/2/2013 18:50,300,6,1.011107666,0.363621186,0.741829085,1.023868952,33.59744103
Saturday,11/2/2013 19:00,300,6,0.797765502,0.363519532,0.826551371,1.185223948,19.94111615
Saturday,11/2/2013 19:10,300,6,0.551081323,0.12553079,0.282039867,0.829861694,18.45958754
Saturday,11/2/2013 19:20,300,6,0.549594616,0.326189738,0.495684101,0.398114014,15.51272936
Saturday,11/2/2013 19:30,300,6,0.87581727,0.322847469,0.523339901,0.684780578,22.53684211
Saturday,11/2/2013 19:40,300,6,0.794237889,0.360278917,0.562425542,0.588611517,16.09632651
Saturday,11/2/2013 19:50,300,6,0.475154256,0.161491504,0.203834702,0.145299428,16.69259809
Saturday,11/2/2013 20:00,300,6,0.513867218,0.122321152,0.445033082,0.565700042,19.78699096
Saturday,11/2/2013 20:10,300,6,0.367149829,0.244625361,0.401052634,0.291883284,13.96595306
Saturday,11/2/2013 20:20,300,6,0.872287665,0.12230421,0.081615204,0.334244393,14.7318914
Saturday,11/2/2013 20:30,300,6,0.588678318,0.32441695,0.451635884,0.045688375,15.39808619
Saturday,11/2/2013 20:40,300,6,0.314844617,0.04079066,0.011514552,0.12066696,20.5238771
Saturday,11/2/2013 20:50,300,6,0.43409161,0.254451836,0.04079066,0.277379285,16.87622669
Saturday,11/2/2013 21:00,300,6,0.238293645,0.12066696,0.456513749,0.220481261,13.55664641
Saturday,11/2/2013 21:10,300,6,0.610037255,0.163077927,0.322830527,0.086798039,16.24069604
Saturday,11/2/2013 21:20,300,6,0.30663942,0.120633075,0.2429034,0.283761829,14.41387692
Saturday,11/2/2013 21:30,300,6,0.290465255,0.463048781,0.241300034,0.308242785,18.86464298
Saturday,11/2/2013 21:40,300,6,0.603064689,0.282056809,0.211973099,0.28198904,13.35448284
Saturday,11/2/2013 21:50,300,6,0.552767461,0.202180509,0.202214394,0.081547435,10.38979037
Saturday,11/2/2013 22:00,300,6,0.54005423,0.401103461,0.16138985,0.52161794,17.15352721
Saturday,11/2/2013 22:10,300,6,0.679984457,0.120751671,0.093029071,0.133767934,15.3622272
Saturday,11/2/2013 22:20,300,6,0.52325519,0.283711002,0.122254352,0.161372907,12.75808672
Saturday,11/2/2013 22:30,300,6,0.226797005,0.202129682,0.081581319,0.428826002,24.53948537
Saturday,11/2/2013 22:40,300,6,0.74674284,0.361950052,0.241232265,0.239578073,11.39856931
Saturday,11/2/2013 22:50,300,6,0.49902637,0.28198904,0.040773717,0.104474883,17.37991959
Saturday,11/2/2013 23:00,300,6,0.381635849,0.081547435,0.12230421,0.122270325,7.121723985
Saturday,11/2/2013 23:10,300,6,0.164733088,0.040807602,0.040773717,1.69E-05,9.680969338
Saturday,11/2/2013 23:20,300,6,0.042411936,5.08E-05,0.0798763,0.079859358,11.61731166
Saturday,11/2/2013 23:30,300,6,0.283627259,0.321091623,0,0.143577466,16.26988847
Saturday,11/2/2013 23:40,300,6,0.484152607,0.161372907,0.120616132,0.081547435,25.21758044
Saturday,11/2/2013 23:50,300,6,0.39931373,0.239578073,0.0798763,0.063735051,21.39417172
Sunday,11/3/2013 0:00,300,7,0.120700844,1.69E-05,0.159718715,0.241232265,37.78449064
